"Título de trazado: 2. rope nursery. 07/05/22 "
"N.º","Fecha Tiempo, GMT-06:00","Temp, °C (LGR S/N: 21258717, SEN S/N: 21258717, LBL: Temp)","Intensidad, lux (LGR S/N: 21258717, SEN S/N: 21258717, LBL: Light)","Acoplador adjunto (LGR S/N: 21258717)","Host conectado (LGR S/N: 21258717)","Acoplador separado (LGR S/N: 21258717)","Parado (LGR S/N: 21258717)","Final de archivo (LGR S/N: 21258717)"
4225,06/05/22 09:00:00 PM,23.581,0.0,,,,,
4226,06/05/22 09:10:00 PM,23.484,0.0,,,,,
4227,06/05/22 09:20:00 PM,23.581,0.0,,,,,
4228,06/05/22 09:30:00 PM,23.484,0.0,,,,,
4229,06/05/22 09:40:00 PM,23.484,0.0,,,,,
4230,06/05/22 09:50:00 PM,23.484,0.0,,,,,
4231,06/05/22 10:00:00 PM,23.484,0.0,,,,,
4232,06/05/22 10:10:00 PM,23.484,0.0,,,,,
4233,06/05/22 10:20:00 PM,23.484,0.0,,,,,
4234,06/05/22 10:30:00 PM,23.484,0.0,,,,,
4235,06/05/22 10:40:00 PM,23.484,0.0,,,,,
4236,06/05/22 10:50:00 PM,23.484,0.0,,,,,
4237,06/05/22 11:00:00 PM,23.484,0.0,,,,,
4238,06/05/22 11:10:00 PM,23.484,0.0,,,,,
4239,06/05/22 11:20:00 PM,23.484,0.0,,,,,
4240,06/05/22 11:30:00 PM,23.484,0.0,,,,,
4241,06/05/22 11:40:00 PM,23.484,0.0,,,,,
4242,06/05/22 11:50:00 PM,23.388,0.0,,,,,
4243,06/06/22 12:00:00 AM,23.484,0.0,,,,,
4244,06/06/22 12:10:00 AM,23.388,0.0,,,,,
4245,06/06/22 12:20:00 AM,23.388,0.0,,,,,
4246,06/06/22 12:30:00 AM,23.388,0.0,,,,,
4247,06/06/22 12:40:00 AM,23.388,0.0,,,,,
4248,06/06/22 12:50:00 AM,23.388,0.0,,,,,
4249,06/06/22 01:00:00 AM,23.388,0.0,,,,,
4250,06/06/22 01:10:00 AM,23.388,0.0,,,,,
4251,06/06/22 01:20:00 AM,23.388,0.0,,,,,
4252,06/06/22 01:30:00 AM,23.388,0.0,,,,,
4253,06/06/22 01:40:00 AM,23.388,0.0,,,,,
4254,06/06/22 01:50:00 AM,23.388,0.0,,,,,
4255,06/06/22 02:00:00 AM,23.388,0.0,,,,,
4256,06/06/22 02:10:00 AM,23.388,0.0,,,,,
4257,06/06/22 02:20:00 AM,23.388,0.0,,,,,
4258,06/06/22 02:30:00 AM,23.388,0.0,,,,,
4259,06/06/22 02:40:00 AM,23.388,0.0,,,,,
4260,06/06/22 02:50:00 AM,23.388,0.0,,,,,
4261,06/06/22 03:00:00 AM,23.388,0.0,,,,,
4262,06/06/22 03:10:00 AM,23.388,0.0,,,,,
4263,06/06/22 03:20:00 AM,23.388,0.0,,,,,
4264,06/06/22 03:30:00 AM,23.388,0.0,,,,,
4265,06/06/22 03:40:00 AM,23.388,0.0,,,,,
4266,06/06/22 03:50:00 AM,23.388,0.0,,,,,
4267,06/06/22 04:00:00 AM,23.388,0.0,,,,,
4268,06/06/22 04:10:00 AM,23.388,0.0,,,,,
4269,06/06/22 04:20:00 AM,23.292,0.0,,,,,
4270,06/06/22 04:30:00 AM,23.292,0.0,,,,,
4271,06/06/22 04:40:00 AM,23.292,0.0,,,,,
4272,06/06/22 04:50:00 AM,23.292,0.0,,,,,
4273,06/06/22 05:00:00 AM,23.292,0.0,,,,,
4274,06/06/22 05:10:00 AM,23.292,0.0,,,,,
4275,06/06/22 05:20:00 AM,23.292,0.0,,,,,
4276,06/06/22 05:30:00 AM,23.292,0.0,,,,,
4277,06/06/22 05:40:00 AM,23.388,0.0,,,,,
4278,06/06/22 05:50:00 AM,23.388,0.0,,,,,
4279,06/06/22 06:00:00 AM,23.292,10.8,,,,,
4280,06/06/22 06:10:00 AM,23.388,0.0,,,,,
4281,06/06/22 06:20:00 AM,23.292,21.5,,,,,
4282,06/06/22 06:30:00 AM,23.292,96.9,,,,,
4283,06/06/22 06:40:00 AM,23.388,118.4,,,,,
4284,06/06/22 06:50:00 AM,23.292,43.1,,,,,
4285,06/06/22 07:00:00 AM,23.388,53.8,,,,,
4286,06/06/22 07:10:00 AM,23.388,75.3,,,,,
4287,06/06/22 07:20:00 AM,23.388,64.6,,,,,
4288,06/06/22 07:30:00 AM,23.388,64.6,,,,,
4289,06/06/22 07:40:00 AM,23.388,64.6,,,,,
4290,06/06/22 07:50:00 AM,23.388,139.9,,,,,
4291,06/06/22 08:00:00 AM,23.388,150.7,,,,,
4292,06/06/22 08:10:00 AM,23.388,376.7,,,,,
4293,06/06/22 08:20:00 AM,23.388,1044.1,,,,,
4294,06/06/22 08:30:00 AM,23.388,721.2,,,,,
4295,06/06/22 08:40:00 AM,23.388,2066.7,,,,,
4296,06/06/22 08:50:00 AM,23.388,398.3,,,,,
4297,06/06/22 09:00:00 AM,23.388,172.2,,,,,
4298,06/06/22 09:10:00 AM,23.484,645.8,,,,,
4299,06/06/22 09:20:00 AM,23.484,947.2,,,,,
4300,06/06/22 09:30:00 AM,23.484,204.5,,,,,
4301,06/06/22 09:40:00 AM,23.484,226.0,,,,,
4302,06/06/22 09:50:00 AM,23.484,505.9,,,,,
4303,06/06/22 10:00:00 AM,23.484,785.8,,,,,
4304,06/06/22 10:10:00 AM,23.388,904.2,,,,,
4305,06/06/22 10:20:00 AM,23.388,204.5,,,,,
4306,06/06/22 10:30:00 AM,23.484,2066.7,,,,,
4307,06/06/22 10:40:00 AM,23.484,602.8,,,,,
4308,06/06/22 10:50:00 AM,23.581,871.9,,,,,
4309,06/06/22 11:00:00 AM,23.581,527.4,,,,,
4310,06/06/22 11:10:00 AM,23.581,505.9,,,,,
4311,06/06/22 11:20:00 AM,23.581,2755.6,,,,,
4312,06/06/22 11:30:00 AM,23.581,1722.2,,,,,
4313,06/06/22 11:40:00 AM,23.581,613.5,,,,,
4314,06/06/22 11:50:00 AM,23.581,322.9,,,,,
4315,06/06/22 12:00:00 PM,23.581,484.4,,,,,
4316,06/06/22 12:10:00 PM,23.484,430.6,,,,,
4317,06/06/22 12:20:00 PM,23.484,624.3,,,,,
4318,06/06/22 12:30:00 PM,23.677,549.0,,,,,
4319,06/06/22 12:40:00 PM,23.677,775.0,,,,,
4320,06/06/22 12:50:00 PM,23.677,581.3,,,,,
4321,06/06/22 01:00:00 PM,23.677,979.5,,,,,
4322,06/06/22 01:10:00 PM,23.677,366.0,,,,,
4323,06/06/22 01:20:00 PM,23.677,484.4,,,,,
4324,06/06/22 01:30:00 PM,23.581,226.0,,,,,
4325,06/06/22 01:40:00 PM,23.677,1463.9,,,,,
4326,06/06/22 01:50:00 PM,23.677,355.2,,,,,
4327,06/06/22 02:00:00 PM,23.677,979.5,,,,,
4328,06/06/22 02:10:00 PM,23.677,2583.4,,,,,
4329,06/06/22 02:20:00 PM,23.677,613.5,,,,,
4330,06/06/22 02:30:00 PM,23.677,495.1,,,,,
4331,06/06/22 02:40:00 PM,23.773,462.9,,,,,
4332,06/06/22 02:50:00 PM,23.773,764.2,,,,,
4333,06/06/22 03:00:00 PM,23.869,958.0,,,,,
4334,06/06/22 03:10:00 PM,23.773,1151.7,,,,,
4335,06/06/22 03:20:00 PM,23.773,1980.6,,,,,
4336,06/06/22 03:30:00 PM,23.773,430.6,,,,,
4337,06/06/22 03:40:00 PM,23.677,624.3,,,,,
4338,06/06/22 03:50:00 PM,23.677,183.0,,,,,
4339,06/06/22 04:00:00 PM,23.581,645.8,,,,,
4340,06/06/22 04:10:00 PM,23.581,1054.9,,,,,
4341,06/06/22 04:20:00 PM,23.484,441.3,,,,,
4342,06/06/22 04:30:00 PM,23.484,75.3,,,,,
4343,06/06/22 04:40:00 PM,23.484,139.9,,,,,
4344,06/06/22 04:50:00 PM,23.484,226.0,,,,,
4345,06/06/22 05:00:00 PM,23.484,183.0,,,,,
4346,06/06/22 05:10:00 PM,23.388,118.4,,,,,
4347,06/06/22 05:20:00 PM,23.484,10.8,,,,,
4348,06/06/22 05:30:00 PM,23.388,21.5,,,,,
4349,06/06/22 05:40:00 PM,23.388,10.8,,,,,
4350,06/06/22 05:50:00 PM,23.388,0.0,,,,,
4351,06/06/22 06:00:00 PM,23.388,0.0,,,,,
4352,06/06/22 06:10:00 PM,23.388,0.0,,,,,
4353,06/06/22 06:20:00 PM,23.388,0.0,,,,,
4354,06/06/22 06:30:00 PM,23.388,0.0,,,,,
4355,06/06/22 06:40:00 PM,23.388,0.0,,,,,
4356,06/06/22 06:50:00 PM,23.388,0.0,,,,,
4357,06/06/22 07:00:00 PM,23.388,0.0,,,,,
4358,06/06/22 07:10:00 PM,23.388,0.0,,,,,
4359,06/06/22 07:20:00 PM,23.388,0.0,,,,,
4360,06/06/22 07:30:00 PM,23.388,0.0,,,,,
4361,06/06/22 07:40:00 PM,23.292,0.0,,,,,
4362,06/06/22 07:50:00 PM,23.292,0.0,,,,,
4363,06/06/22 08:00:00 PM,23.292,0.0,,,,,
4364,06/06/22 08:10:00 PM,23.292,0.0,,,,,
4365,06/06/22 08:20:00 PM,23.388,0.0,,,,,
4366,06/06/22 08:30:00 PM,23.388,0.0,,,,,
4367,06/06/22 08:40:00 PM,23.388,0.0,,,,,
4368,06/06/22 08:50:00 PM,23.388,0.0,,,,,
4369,06/06/22 09:00:00 PM,23.388,0.0,,,,,
4370,06/06/22 09:10:00 PM,23.388,0.0,,,,,
4371,06/06/22 09:20:00 PM,23.388,0.0,,,,,
4372,06/06/22 09:30:00 PM,23.388,0.0,,,,,
4373,06/06/22 09:40:00 PM,23.388,0.0,,,,,
4374,06/06/22 09:50:00 PM,23.388,0.0,,,,,
4375,06/06/22 10:00:00 PM,23.388,0.0,,,,,
4376,06/06/22 10:10:00 PM,23.388,0.0,,,,,
4377,06/06/22 10:20:00 PM,23.292,0.0,,,,,
4378,06/06/22 10:30:00 PM,23.292,0.0,,,,,
4379,06/06/22 10:40:00 PM,23.292,0.0,,,,,
4380,06/06/22 10:50:00 PM,23.292,0.0,,,,,
4381,06/06/22 11:00:00 PM,23.292,0.0,,,,,
4382,06/06/22 11:10:00 PM,23.292,0.0,,,,,
4383,06/06/22 11:20:00 PM,23.292,0.0,,,,,
4384,06/06/22 11:30:00 PM,23.292,0.0,,,,,
4385,06/06/22 11:40:00 PM,23.292,0.0,,,,,
4386,06/06/22 11:50:00 PM,23.292,0.0,,,,,
4387,06/07/22 12:00:00 AM,23.292,0.0,,,,,
4388,06/07/22 12:10:00 AM,23.292,0.0,,,,,
4389,06/07/22 12:20:00 AM,23.292,0.0,,,,,
4390,06/07/22 12:30:00 AM,23.292,0.0,,,,,
4391,06/07/22 12:40:00 AM,23.292,0.0,,,,,
4392,06/07/22 12:50:00 AM,23.196,0.0,,,,,
4393,06/07/22 01:00:00 AM,23.292,0.0,,,,,
4394,06/07/22 01:10:00 AM,23.292,0.0,,,,,
4395,06/07/22 01:20:00 AM,23.292,0.0,,,,,
4396,06/07/22 01:30:00 AM,23.196,0.0,,,,,
4397,06/07/22 01:40:00 AM,23.196,0.0,,,,,
4398,06/07/22 01:50:00 AM,23.292,0.0,,,,,
4399,06/07/22 02:00:00 AM,23.196,0.0,,,,,
4400,06/07/22 02:10:00 AM,23.196,0.0,,,,,
4401,06/07/22 02:20:00 AM,23.196,0.0,,,,,
4402,06/07/22 02:30:00 AM,23.196,0.0,,,,,
4403,06/07/22 02:40:00 AM,23.196,0.0,,,,,
4404,06/07/22 02:50:00 AM,23.196,0.0,,,,,
4405,06/07/22 03:00:00 AM,23.196,0.0,,,,,
4406,06/07/22 03:10:00 AM,23.196,0.0,,,,,
4407,06/07/22 03:20:00 AM,23.196,0.0,,,,,
4408,06/07/22 03:30:00 AM,23.196,0.0,,,,,
4409,06/07/22 03:40:00 AM,23.100,0.0,,,,,
4410,06/07/22 03:50:00 AM,23.196,0.0,,,,,
4411,06/07/22 04:00:00 AM,23.196,0.0,,,,,
4412,06/07/22 04:10:00 AM,23.196,0.0,,,,,
4413,06/07/22 04:20:00 AM,23.196,0.0,,,,,
4414,06/07/22 04:30:00 AM,23.196,0.0,,,,,
4415,06/07/22 04:40:00 AM,23.196,0.0,,,,,
4416,06/07/22 04:50:00 AM,23.196,0.0,,,,,
4417,06/07/22 05:00:00 AM,23.196,0.0,,,,,
4418,06/07/22 05:10:00 AM,23.196,0.0,,,,,
4419,06/07/22 05:20:00 AM,23.196,0.0,,,,,
4420,06/07/22 05:30:00 AM,23.196,0.0,,,,,
4421,06/07/22 05:40:00 AM,23.196,0.0,,,,,
4422,06/07/22 05:50:00 AM,23.196,0.0,,,,,
4423,06/07/22 06:00:00 AM,23.196,0.0,,,,,
4424,06/07/22 06:10:00 AM,23.196,0.0,,,,,
4425,06/07/22 06:20:00 AM,23.196,0.0,,,,,
4426,06/07/22 06:30:00 AM,23.196,43.1,,,,,
4427,06/07/22 06:40:00 AM,23.196,10.8,,,,,
4428,06/07/22 06:50:00 AM,23.196,96.9,,,,,
4429,06/07/22 07:00:00 AM,23.196,64.6,,,,,
4430,06/07/22 07:10:00 AM,23.196,161.5,,,,,
4431,06/07/22 07:20:00 AM,23.292,32.3,,,,,
4432,06/07/22 07:30:00 AM,23.292,150.7,,,,,
4433,06/07/22 07:40:00 AM,23.292,86.1,,,,,
4434,06/07/22 07:50:00 AM,23.292,64.6,,,,,
4435,06/07/22 08:00:00 AM,23.292,64.6,,,,,
4436,06/07/22 08:10:00 AM,23.292,322.9,,,,,
4437,06/07/22 08:20:00 AM,23.292,64.6,,,,,
4438,06/07/22 08:30:00 AM,23.292,107.6,,,,,
4439,06/07/22 08:40:00 AM,23.292,129.2,,,,,
4440,06/07/22 08:50:00 AM,23.292,118.4,,,,,
4441,06/07/22 09:00:00 AM,23.292,215.3,,,,,
4442,06/07/22 09:10:00 AM,23.292,118.4,,,,,
4443,06/07/22 09:20:00 AM,23.292,150.7,,,,,
4444,06/07/22 09:30:00 AM,23.292,1097.9,,,,,
4445,06/07/22 09:40:00 AM,23.388,430.6,,,,,
4446,06/07/22 09:50:00 AM,23.388,172.2,,,,,
4447,06/07/22 10:00:00 AM,23.388,193.8,,,,,
4448,06/07/22 10:10:00 AM,23.292,150.7,,,,,
4449,06/07/22 10:20:00 AM,23.292,139.9,,,,,
4450,06/07/22 10:30:00 AM,23.292,193.8,,,,,
4451,06/07/22 10:40:00 AM,23.292,473.6,,,,,
4452,06/07/22 10:50:00 AM,23.292,204.5,,,,,
4453,06/07/22 11:00:00 AM,23.388,322.9,,,,,
4454,06/07/22 11:10:00 AM,23.484,452.1,,,,,
4455,06/07/22 11:20:00 AM,23.484,2669.5,,,,,
4456,06/07/22 11:30:00 AM,23.581,828.8,,,,,
4457,06/07/22 11:40:00 AM,23.581,699.7,,,,,
4458,06/07/22 11:50:00 AM,23.677,505.9,,,,,
4459,06/07/22 12:00:00 PM,23.677,581.3,,,,,
4460,06/07/22 12:10:00 PM,23.677,1463.9,,,,,
4461,06/07/22 12:20:00 PM,23.677,1130.2,,,,,
4462,06/07/22 12:30:00 PM,23.773,516.7,,,,,
4463,06/07/22 12:40:00 PM,23.677,3100.0,,,,,
4464,06/07/22 12:50:00 PM,23.773,904.2,,,,,
4465,06/07/22 01:00:00 PM,23.773,807.3,,,,,
4466,06/07/22 01:10:00 PM,23.966,936.5,,,,,
4467,06/07/22 01:20:00 PM,23.869,1194.8,,,,,
4468,06/07/22 01:30:00 PM,23.773,1894.5,,,,,
4469,06/07/22 01:40:00 PM,23.773,785.8,,,,,
4470,06/07/22 01:50:00 PM,23.773,527.4,,,,,
4471,06/07/22 02:00:00 PM,23.677,645.8,,,,,
4472,06/07/22 02:10:00 PM,23.677,279.9,,,,,
4473,06/07/22 02:20:00 PM,23.773,301.4,,,,,
4474,06/07/22 02:30:00 PM,23.773,312.2,,,,,
4475,06/07/22 02:40:00 PM,23.773,452.1,,,,,
4476,06/07/22 02:50:00 PM,23.966,1054.9,,,,,
4477,06/07/22 03:00:00 PM,23.869,473.6,,,,,
4478,06/07/22 03:10:00 PM,23.869,764.2,,,,,
4479,06/07/22 03:20:00 PM,23.869,333.7,,,,,
4480,06/07/22 03:30:00 PM,23.773,893.4,,,,,
4481,06/07/22 03:40:00 PM,23.773,387.5,,,,,
4482,06/07/22 03:50:00 PM,23.677,409.0,,,,,
4483,06/07/22 04:00:00 PM,23.581,452.1,,,,,
4484,06/07/22 04:10:00 PM,23.581,839.6,,,,,
4485,06/07/22 04:20:00 PM,23.677,1808.3,,,,,
4486,06/07/22 04:30:00 PM,23.581,1108.7,,,,,
4487,06/07/22 04:40:00 PM,23.581,247.6,,,,,
4488,06/07/22 04:50:00 PM,23.484,538.2,,,,,
4489,06/07/22 05:00:00 PM,23.484,430.6,,,,,
4490,06/07/22 05:10:00 PM,23.484,64.6,,,,,
4491,06/07/22 05:20:00 PM,23.484,247.6,,,,,
4492,06/07/22 05:30:00 PM,23.484,10.8,,,,,
4493,06/07/22 05:40:00 PM,23.484,236.8,,,,,
4494,06/07/22 05:50:00 PM,23.484,21.5,,,,,
4495,06/07/22 06:00:00 PM,23.484,0.0,,,,,
4496,06/07/22 06:10:00 PM,23.484,0.0,,,,,
4497,06/07/22 06:20:00 PM,23.388,0.0,,,,,
4498,06/07/22 06:30:00 PM,23.388,0.0,,,,,
4499,06/07/22 06:40:00 PM,23.388,0.0,,,,,
4500,06/07/22 06:50:00 PM,23.388,0.0,,,,,
4501,06/07/22 07:00:00 PM,23.388,0.0,,,,,
4502,06/07/22 07:10:00 PM,23.388,0.0,,,,,
4503,06/07/22 07:20:00 PM,23.388,0.0,,,,,
4504,06/07/22 07:30:00 PM,23.388,0.0,,,,,
4505,06/07/22 07:40:00 PM,23.388,0.0,,,,,
4506,06/07/22 07:50:00 PM,23.388,0.0,,,,,
4507,06/07/22 08:00:00 PM,23.388,0.0,,,,,
4508,06/07/22 08:10:00 PM,23.388,0.0,,,,,
4509,06/07/22 08:20:00 PM,23.388,0.0,,,,,
4510,06/07/22 08:30:00 PM,23.388,0.0,,,,,
4511,06/07/22 08:40:00 PM,23.388,0.0,,,,,
4512,06/07/22 08:50:00 PM,23.388,0.0,,,,,
4513,06/07/22 09:00:00 PM,23.388,0.0,,,,,
4514,06/07/22 09:10:00 PM,23.388,0.0,,,,,
4515,06/07/22 09:20:00 PM,23.388,0.0,,,,,
4516,06/07/22 09:30:00 PM,23.388,0.0,,,,,
4517,06/07/22 09:40:00 PM,23.388,0.0,,,,,
4518,06/07/22 09:50:00 PM,23.388,0.0,,,,,
4519,06/07/22 10:00:00 PM,23.388,0.0,,,,,
4520,06/07/22 10:10:00 PM,23.292,0.0,,,,,
4521,06/07/22 10:20:00 PM,23.388,0.0,,,,,
4522,06/07/22 10:30:00 PM,23.388,0.0,,,,,
4523,06/07/22 10:40:00 PM,23.292,0.0,,,,,
4524,06/07/22 10:50:00 PM,23.292,0.0,,,,,
4525,06/07/22 11:00:00 PM,23.292,0.0,,,,,
4526,06/07/22 11:10:00 PM,23.292,0.0,,,,,
4527,06/07/22 11:20:00 PM,23.292,0.0,,,,,
4528,06/07/22 11:30:00 PM,23.292,0.0,,,,,
4529,06/07/22 11:40:00 PM,23.292,0.0,,,,,
4530,06/07/22 11:50:00 PM,23.292,0.0,,,,,
4531,06/08/22 12:00:00 AM,23.292,0.0,,,,,
4532,06/08/22 12:10:00 AM,23.196,0.0,,,,,
4533,06/08/22 12:20:00 AM,23.196,0.0,,,,,
4534,06/08/22 12:30:00 AM,23.196,0.0,,,,,
4535,06/08/22 12:40:00 AM,23.196,0.0,,,,,
4536,06/08/22 12:50:00 AM,23.196,0.0,,,,,
4537,06/08/22 01:00:00 AM,23.196,0.0,,,,,
4538,06/08/22 01:10:00 AM,23.196,0.0,,,,,
4539,06/08/22 01:20:00 AM,23.196,0.0,,,,,
4540,06/08/22 01:30:00 AM,23.196,0.0,,,,,
4541,06/08/22 01:40:00 AM,23.196,0.0,,,,,
4542,06/08/22 01:50:00 AM,23.196,0.0,,,,,
4543,06/08/22 02:00:00 AM,23.196,0.0,,,,,
4544,06/08/22 02:10:00 AM,23.196,0.0,,,,,
4545,06/08/22 02:20:00 AM,23.100,0.0,,,,,
4546,06/08/22 02:30:00 AM,23.100,0.0,,,,,
4547,06/08/22 02:40:00 AM,23.100,0.0,,,,,
4548,06/08/22 02:50:00 AM,23.100,0.0,,,,,
4549,06/08/22 03:00:00 AM,23.100,0.0,,,,,
4550,06/08/22 03:10:00 AM,23.100,0.0,,,,,
4551,06/08/22 03:20:00 AM,23.100,0.0,,,,,
4552,06/08/22 03:30:00 AM,23.100,0.0,,,,,
4553,06/08/22 03:40:00 AM,23.100,0.0,,,,,
4554,06/08/22 03:50:00 AM,23.100,0.0,,,,,
4555,06/08/22 04:00:00 AM,23.100,0.0,,,,,
4556,06/08/22 04:10:00 AM,23.100,0.0,,,,,
4557,06/08/22 04:20:00 AM,23.100,0.0,,,,,
4558,06/08/22 04:30:00 AM,23.100,0.0,,,,,
4559,06/08/22 04:40:00 AM,23.100,0.0,,,,,
4560,06/08/22 04:50:00 AM,23.100,0.0,,,,,
4561,06/08/22 05:00:00 AM,23.100,0.0,,,,,
4562,06/08/22 05:10:00 AM,23.100,0.0,,,,,
4563,06/08/22 05:20:00 AM,23.100,0.0,,,,,
4564,06/08/22 05:30:00 AM,23.100,0.0,,,,,
4565,06/08/22 05:40:00 AM,23.100,0.0,,,,,
4566,06/08/22 05:50:00 AM,23.100,0.0,,,,,
4567,06/08/22 06:00:00 AM,23.100,0.0,,,,,
4568,06/08/22 06:10:00 AM,23.100,10.8,,,,,
4569,06/08/22 06:20:00 AM,23.100,0.0,,,,,
4570,06/08/22 06:30:00 AM,23.100,96.9,,,,,
4571,06/08/22 06:40:00 AM,23.100,21.5,,,,,
4572,06/08/22 06:50:00 AM,23.100,32.3,,,,,
4573,06/08/22 07:00:00 AM,23.100,64.6,,,,,
4574,06/08/22 07:10:00 AM,23.100,161.5,,,,,
4575,06/08/22 07:20:00 AM,23.100,387.5,,,,,
4576,06/08/22 07:30:00 AM,23.100,269.1,,,,,
4577,06/08/22 07:40:00 AM,23.100,118.4,,,,,
4578,06/08/22 07:50:00 AM,23.100,387.5,,,,,
4579,06/08/22 08:00:00 AM,23.196,688.9,,,,,
4580,06/08/22 08:10:00 AM,23.196,1980.6,,,,,
4581,06/08/22 08:20:00 AM,23.196,2497.2,,,,,
4582,06/08/22 08:30:00 AM,23.196,355.2,,,,,
4583,06/08/22 08:40:00 AM,23.196,150.7,,,,,
4584,06/08/22 08:50:00 AM,23.292,312.2,,,,,
4585,06/08/22 09:00:00 AM,23.292,1377.8,,,,,
4586,06/08/22 09:10:00 AM,23.292,1722.2,,,,,
4587,06/08/22 09:20:00 AM,23.388,452.1,,,,,
4588,06/08/22 09:30:00 AM,23.388,4994.5,,,,,
4589,06/08/22 09:40:00 AM,23.388,452.1,,,,,
4590,06/08/22 09:50:00 AM,23.388,570.5,,,,,
4591,06/08/22 10:00:00 AM,23.388,2583.4,,,,,
4592,06/08/22 10:10:00 AM,23.388,1636.1,,,,,
4593,06/08/22 10:20:00 AM,23.388,441.3,,,,,
4594,06/08/22 10:30:00 AM,23.484,527.4,,,,,
4595,06/08/22 10:40:00 AM,23.388,635.1,,,,,
4596,06/08/22 10:50:00 AM,23.388,936.5,,,,,
4597,06/08/22 11:00:00 AM,23.388,624.3,,,,,
4598,06/08/22 11:10:00 AM,23.484,7577.8,,,,,
4599,06/08/22 11:20:00 AM,23.388,2325.0,,,,,
4600,06/08/22 11:30:00 AM,23.388,3788.9,,,,,
4601,06/08/22 11:40:00 AM,23.484,1141.0,,,,,
4602,06/08/22 11:50:00 AM,23.484,3616.7,,,,,
4603,06/08/22 12:00:00 PM,23.484,602.8,,,,,
4604,06/08/22 12:10:00 PM,23.484,1636.1,,,,,
4605,06/08/22 12:20:00 PM,23.388,3961.1,,,,,
4606,06/08/22 12:30:00 PM,23.484,2583.4,,,,,
4607,06/08/22 12:40:00 PM,23.484,1463.9,,,,,
4608,06/08/22 12:50:00 PM,23.484,1377.8,,,,,
4609,06/08/22 01:00:00 PM,23.484,2238.9,,,,,
4610,06/08/22 01:10:00 PM,23.484,688.9,,,,,
4611,06/08/22 01:20:00 PM,23.581,1377.8,,,,,
4612,06/08/22 01:30:00 PM,23.581,516.7,,,,,
4613,06/08/22 01:40:00 PM,23.484,269.1,,,,,
4614,06/08/22 01:50:00 PM,23.581,538.2,,,,,
4615,06/08/22 02:00:00 PM,23.581,1151.7,,,,,
4616,06/08/22 02:10:00 PM,23.581,667.4,,,,,
4617,06/08/22 02:20:00 PM,23.581,710.4,,,,,
4618,06/08/22 02:30:00 PM,23.484,1377.8,,,,,
4619,06/08/22 02:40:00 PM,23.484,161.5,,,,,
4620,06/08/22 02:50:00 PM,23.484,1291.7,,,,,
4621,06/08/22 03:00:00 PM,23.484,807.3,,,,,
4622,06/08/22 03:10:00 PM,23.484,656.6,,,,,
4623,06/08/22 03:20:00 PM,23.484,667.4,,,,,
4624,06/08/22 03:30:00 PM,23.581,1324.0,,,,,
4625,06/08/22 03:40:00 PM,23.581,236.8,,,,,
4626,06/08/22 03:50:00 PM,23.484,473.6,,,,,
4627,06/08/22 04:00:00 PM,23.484,236.8,,,,,
4628,06/08/22 04:10:00 PM,23.484,96.9,,,,,
4629,06/08/22 04:20:00 PM,23.484,355.2,,,,,
4630,06/08/22 04:30:00 PM,23.484,53.8,,,,,
4631,06/08/22 04:40:00 PM,23.484,75.3,,,,,
4632,06/08/22 04:50:00 PM,23.388,21.5,,,,,
4633,06/08/22 05:00:00 PM,23.388,43.1,,,,,
4634,06/08/22 05:10:00 PM,23.388,21.5,,,,,
4635,06/08/22 05:20:00 PM,23.388,21.5,,,,,
4636,06/08/22 05:30:00 PM,23.388,32.3,,,,,
4637,06/08/22 05:40:00 PM,23.292,21.5,,,,,
4638,06/08/22 05:50:00 PM,23.292,32.3,,,,,
4639,06/08/22 06:00:00 PM,23.292,0.0,,,,,
4640,06/08/22 06:10:00 PM,23.292,0.0,,,,,
4641,06/08/22 06:20:00 PM,23.292,0.0,,,,,
4642,06/08/22 06:30:00 PM,23.292,0.0,,,,,
4643,06/08/22 06:40:00 PM,23.292,0.0,,,,,
4644,06/08/22 06:50:00 PM,23.292,0.0,,,,,
4645,06/08/22 07:00:00 PM,23.292,0.0,,,,,
4646,06/08/22 07:10:00 PM,23.292,0.0,,,,,
4647,06/08/22 07:20:00 PM,23.292,0.0,,,,,
4648,06/08/22 07:30:00 PM,23.292,0.0,,,,,
4649,06/08/22 07:40:00 PM,23.292,0.0,,,,,
4650,06/08/22 07:50:00 PM,23.292,0.0,,,,,
4651,06/08/22 08:00:00 PM,23.292,0.0,,,,,
4652,06/08/22 08:10:00 PM,23.292,0.0,,,,,
4653,06/08/22 08:20:00 PM,23.292,0.0,,,,,
4654,06/08/22 08:30:00 PM,23.292,0.0,,,,,
4655,06/08/22 08:40:00 PM,23.292,0.0,,,,,
4656,06/08/22 08:50:00 PM,23.292,0.0,,,,,
4657,06/08/22 09:00:00 PM,23.292,0.0,,,,,
4658,06/08/22 09:10:00 PM,23.292,0.0,,,,,
4659,06/08/22 09:20:00 PM,23.292,0.0,,,,,
4660,06/08/22 09:30:00 PM,23.292,0.0,,,,,
4661,06/08/22 09:40:00 PM,23.292,0.0,,,,,
4662,06/08/22 09:50:00 PM,23.292,0.0,,,,,
4663,06/08/22 10:00:00 PM,23.292,0.0,,,,,
4664,06/08/22 10:10:00 PM,23.292,0.0,,,,,
4665,06/08/22 10:20:00 PM,23.292,0.0,,,,,
4666,06/08/22 10:30:00 PM,23.292,0.0,,,,,
